OBJECTID,FIPS,STATE_NAME,HOSPITAL_NAME,HOSPITAL_TYPE,HQ_ADDRESS,HQ_CITY,HQ_ZIP_CODE,NUM_LICENSED_BEDS,NUM_STAFFED_BEDS,NUM_ICU_BEDS,ADULT_ICU_BEDS,PEDI_ICU_BEDS,BED_UTILIZATION,Potential_Increase_In_Bed_Capac,AVG_VENTILATOR_USAGE,Y,X
4089,54039.0,West Virginia,Charleston Surgical Hospital,Short Term Acute Care Hospital,1306 Kanawha Blvd E,Charleston,25301,35.0,8.0,1,1,0.0,0.1869863,27,0.0,38.34,-81.63
4090,54041.0,West Virginia,Stonewall Jackson Memorial Hospital,Short Term Acute Care Hospital,230 Hospital Plz,Weston,26452,70.0,70.0,6,6,0.0,0.2037182,0,2.0,39.05,-80.49
4091,54045.0,West Virginia,Logan Regional Medical Center,Short Term Acute Care Hospital,20 Hospital Dr,Logan,25601,140.0,132.0,12,12,0.0,0.45925695,8,3.0,37.85,-82.0
4092,54047.0,West Virginia,Welch Community Hospital,Short Term Acute Care Hospital,454 Mcdowell St,Welch,24801,124.0,49.0,7,7,0.0,0.128208,75,2.0,37.44,-81.59
4093,54051.0,West Virginia,Reynolds Memorial Hospital,Short Term Acute Care Hospital,800 Wheeling Ave,Glen Dale,26038,70.0,59.0,9,9,0.0,0.29389367,11,2.0,39.95,-80.75
4094,54053.0,West Virginia,Pleasant Valley Hospital,Short Term Acute Care Hospital,2520 Valley Dr,Point Pleasant,25550,201.0,94.0,5,5,0.0,0.15167589,107,2.0,38.87,-82.12
4095,54055.0,West Virginia,Princeton Community Hospital,Short Term Acute Care Hospital,122 12th St,Princeton,24740,267.0,89.0,16,16,0.0,0.68579346,178,5.0,37.36,-81.11
4096,54055.0,West Virginia,Bluefield Regional Medical Center,Short Term Acute Care Hospital,500 Cherry St,Bluefield,24701,92.0,57.0,17,17,0.0,0.46085075,35,3.0,37.26,-81.23
4097,54057.0,West Virginia,Potomac Valley Hospital,Critical Access Hospital,100 Pin Oak Ln,Keyser,26726,25.0,25.0,4,4,0.0,0.23945205,0,2.0,39.41,-79.0
4098,54059.0,West Virginia,Williamson Memorial Hospital,Short Term Acute Care Hospital,859 Alderson St,Williamson,25661,76.0,27.0,6,6,0.0,0.15240994,49,2.0,37.68,-82.27
4099,54061.0,West Virginia,Mon Health Medical Center (FKA Mon General Hospital),Short Term Acute Care Hospital,1200 J D Anderson Dr,Morgantown,26505,189.0,189.0,26,26,0.0,0.42665797,0,4.0,39.66,-79.95
4100,54061.0,West Virginia,JW Ruby Memorial Hospital,Short Term Acute Care Hospital,1 Medical Center Dr,Morgantown,26506,690.0,605.0,65,65,39.0,0.88610792,85,48.0,39.65,-79.96
4101,54065.0,West Virginia,War Memorial Hospital,Critical Access Hospital,1 Healthy Way,Berkeley Springs,25411,41.0,25.0,4,4,0.0,0.34575343,16,2.0,39.64,-78.2
4102,54067.0,West Virginia,Summersville Regional Medical Center,Critical Access Hospital,400 Fairview Heights Rd,Summersville,26651,105.0,49.0,6,6,0.0,0.50484437,56,2.0,38.29,-80.83
4103,54069.0,West Virginia,Wheeling Hospital,Short Term Acute Care Hospital,1 Medical Park,Wheeling,26003,223.0,223.0,22,22,0.0,0.57845074,0,8.0,40.06,-80.69
4104,54075.0,West Virginia,Pocahontas Memorial Hospital,Critical Access Hospital,150 Duncan Rd,Buckeye,24924,25.0,25.0,4,4,0.0,0.16383561,0,2.0,38.2,-80.11
4105,54077.0,West Virginia,Preston Memorial Hospital,Critical Access Hospital,150 Memorial Dr,Kingwood,26537,25.0,25.0,4,4,0.0,0.36449316,0,2.0,39.47,-79.68
4106,54081.0,West Virginia,Beckley ARH Hospital,Short Term Acute Care Hospital,306 Stanaford Rd,Beckley,25801,173.0,113.0,11,11,0.0,0.51397747,60,8.0,37.8,-81.17
4107,54081.0,West Virginia,Raleigh General Hospital,Short Term Acute Care Hospital,1710 Harper Rd,Beckley,25801,300.0,300.0,16,16,0.0,0.44915068,0,5.0,37.79,-81.2
4108,54081.0,West Virginia,Beckley VA Medical Center,VA Hospital,200 Veterans Ave,Beckley,25801,,,0,0,,,0,1.0,37.76,-81.19
4109,54083.0,West Virginia,Davis Medical Center (AKA Davis Memorial Hospital),Short Term Acute Care Hospital,812 Gorman Ave,Elkins,26241,80.0,90.0,16,16,0.0,0.27223745,-10,2.0,38.93,-79.85
4110,54087.0,West Virginia,Roane General Hospital,Critical Access Hospital,200 Hospital Dr,Spencer,25276,60.0,25.0,4,4,0.0,0.31397259,35,2.0,38.82,-81.37
4111,54089.0,West Virginia,Summers County ARH Hospital,Critical Access Hospital,115 Summers Hospital Rd,Hinton,25951,25.0,25.0,4,4,0.0,0.30136988,0,2.0,37.67,-80.89
4112,54091.0,West Virginia,Grafton City Hospital,Critical Access Hospital,1 Hospital Plz,Grafton,26354,25.0,25.0,4,4,0.0,0.30794519,0,1.0,39.34,-80.03
4113,54095.0,West Virginia,Sistersville General Hospital,Critical Access Hospital,314 S Wells St,Sistersville,26175,12.0,25.0,4,4,0.0,0.030027397,-13,2.0,39.56,-81.0
4114,54097.0,West Virginia,St Josephs Hospital,Critical Access Hospital,1 Amalia Dr,Buckhannon,26201,151.0,25.0,4,4,0.0,0.34761643,126,2.0,38.99,-80.24
4115,54099.0,West Virginia,Hershel Woody Williams VA Medical Center (FKA Huntington VA Medical Center),VA Hospital,1540 Spring Valley Dr,Huntington,25704,80.0,80.0,1,1,,,0,2.0,38.38,-82.52
4116,54101.0,West Virginia,Webster County Memorial Hospital,Critical Access Hospital,324 Miller Mountain Dr,Webster Springs,26288,15.0,25.0,4,4,0.0,0.06169863,-10,1.0,38.48,-80.41
4117,54103.0,West Virginia,Wetzel County Hospital,Short Term Acute Care Hospital,3 E Benjamin Dr,New Martinsville,26155,58.0,48.0,5,5,0.0,0.11375571,10,2.0,39.68,-80.85
4118,54107.0,West Virginia,Camden Clark Medical Center - Memorial Campus,Short Term Acute Care Hospital,800 Garfield Ave,Parkersburg,26101,302.0,230.0,18,18,0.0,0.56134617,72,12.0,39.27,-81.56
4119,55001.0,Wisconsin,Gundersen Moundview Hospital (FKA Moundview Memorial Hospital and Clinics),Critical Access Hospital,402 W Lake St,Friendship,53934,25.0,25.0,4,4,0.0,0.078904107,0,0.0,43.97,-89.82
4120,55003.0,Wisconsin,Memorial Medical Center,Critical Access Hospital,1615 Maple Ln,Ashland,54806,35.0,25.0,4,4,0.0,0.4210411,10,2.0,46.57,-90.89
4121,55005.0,Wisconsin,Mayo Clinic Hospital - Northland in Barron,Critical Access Hospital,1222 E Woodland Ave,Barron,54812,25.0,25.0,5,5,0.0,0.49709588,0,2.0,45.4,-91.84
4122,55005.0,Wisconsin,Cumberland Memorial Hospital,Critical Access Hospital,1110 7th Ave,Cumberland,54829,25.0,25.0,4,4,0.0,0.23517808,0,0.0,45.53,-92.03
4123,55005.0,Wisconsin,Marshfield Medical Center - Rice Lake (FKA Lakeview Medical Center),Short Term Acute Care Hospital,1700 W Stout St,Rice Lake,54868,40.0,40.0,5,5,0.0,0.37342465,0,2.0,45.51,-91.76
4124,55009.0,Wisconsin,Bellin Hospital Green Bay (AKA Bellin Memorial Hospital),Short Term Acute Care Hospital,744 S Webster Ave,Green Bay,54301,244.0,161.0,28,28,0.0,0.4366715,83,7.0,44.5,-88.01
4125,55009.0,Wisconsin,HSHS St Vincent Hospital,Short Term Acute Care Hospital,835 S Van Buren St,Green Bay,54307,517.0,223.0,24,24,24.0,0.57684135,294,4.0,44.48,-88.02
4126,55009.0,Wisconsin,HSHS St Marys Hospital Medical Center,Short Term Acute Care Hospital,1726 Shawano Ave,Green Bay,54303,158.0,83.0,8,8,0.0,0.40128735,75,2.0,44.53,-88.07
4127,55009.0,Wisconsin,Aurora BayCare Medical Center,Short Term Acute Care Hospital,2845 Greenbrier Rd,Green Bay,54311,167.0,161.0,24,24,18.0,0.69825578,6,5.0,44.47,-87.94
4128,55013.0,Wisconsin,Burnett Medical Center,Critical Access Hospital,257 W Saint George Ave,Grantsburg,54840,25.0,25.0,4,4,0.0,0.11441096,0,0.0,45.77,-92.69
4129,55015.0,Wisconsin,Ascension Calumet Hospital,Critical Access Hospital,614 Memorial Dr,Chilton,53014,25.0,25.0,4,4,0.0,0.12854795,0,1.0,44.03,-88.15
4130,55017.0,Wisconsin,Mayo Clinic Hospital - Chippewa Valley in Bloomer,Critical Access Hospital,1501 Thompson St,Bloomer,54724,25.0,25.0,4,4,0.0,0.53041095,0,2.0,45.1,-91.5
4131,55019.0,Wisconsin,Ascension Our Lady of Victory Hospital,Critical Access Hospital,1120 Pine St,Stanley,54768,24.0,24.0,4,4,0.0,0.12260274,0,0.0,44.95,-90.92
4132,55017.0,Wisconsin,HSHS St Josephs Hospital,Short Term Acute Care Hospital,2661 County Highway I,Chippewa Falls,54729,193.0,102.0,6,6,0.0,0.3277733,91,2.0,44.95,-91.36
4133,55019.0,Wisconsin,Marshfield Medical Center - Neillsville,Critical Access Hospital,216 Sunset Pl,Neillsville,54456,25.0,25.0,4,4,0.0,0.10400000000000001,0,1.0,44.56,-90.61
4134,55021.0,Wisconsin,Prairie Ridge Health Hospital (FKA Columbus Community Hospital),Critical Access Hospital,1515 Park Ave,Columbus,53925,25.0,25.0,4,4,0.0,0.29019177,0,1.0,43.32,-89.04
4135,55021.0,Wisconsin,Divine Savior Healthcare,Short Term Acute Care Hospital,2817 New Pinery Rd,Portage,53901,73.0,43.0,6,6,0.0,0.33736858,30,2.0,43.57,-89.47
4136,55023.0,Wisconsin,Crossing Rivers Health (FKA Prairie Du Chien Memorial Hospital),Critical Access Hospital,37868 Us Highway 18,Prairie Du Chien,53821,25.0,24.0,4,4,0.0,0.36598173,1,1.0,43.02,-91.11
4137,55025.0,Wisconsin,Stoughton Hospital,Critical Access Hospital,900 Ridge St,Stoughton,53589,35.0,22.0,4,4,0.0,0.33636364,13,1.0,42.92,-89.21
4138,55025.0,Wisconsin,William S Middleton Memorial Veterans Hospital,VA Hospital,2500 Overlook Ter,Madison,53705,,,0,0,,,0,0.0,43.07,-89.43
4139,55025.0,Wisconsin,University Hospital,Short Term Acute Care Hospital,600 Highland Ave,Madison,53792,672.0,608.0,38,38,47.0,0.76122028,64,28.0,43.08,-89.43
4140,55025.0,Wisconsin,SSM Health St Marys Hospital - Madison,Short Term Acute Care Hospital,700 S Park St,Madison,53715,440.0,342.0,27,27,38.0,0.69037092,98,6.0,43.06,-89.4
4141,55025.0,Wisconsin,UnityPoint Health - Meriter (FKA Meriter Hospital),Short Term Acute Care Hospital,202 S Park St,Madison,53715,426.0,275.0,16,16,42.0,0.59239852,151,4.0,43.07,-89.4
4142,55027.0,Wisconsin,Watertown Regional Medical Center,Short Term Acute Care Hospital,125 Hospital Dr,Watertown,53098,95.0,95.0,4,4,0.0,0.17320837,0,2.0,43.2,-88.7
4143,55027.0,Wisconsin,Marshfield Medical Center Beaver Dam (FKA Beaver Dam Community Hospital),Short Term Acute Care Hospital,707 S University Ave,Beaver Dam,53916,125.0,125.0,6,6,0.0,0.09104657199999999,0,2.0,43.45,-88.83
4144,55027.0,Wisconsin,Waupun Memorial Hospital,Critical Access Hospital,620 W Brown St,Waupun,53963,25.0,25.0,4,4,0.0,0.27747944,0,1.0,43.63,-88.75
4145,55029.0,Wisconsin,Door County Medical Center,Critical Access Hospital,323 S 18th Ave,Sturgeon Bay,54235,25.0,25.0,4,4,0.0,0.42410958,0,2.0,44.83,-87.35
4146,55031.0,Wisconsin,Essentia Health St Marys Hospital - Superior (FKA St Marys Hospital of Superior),Critical Access Hospital,3500 Tower Ave,Superior,54880,25.0,25.0,4,4,0.0,0.30005479,0,2.0,46.7,-92.1
4147,55033.0,Wisconsin,Mayo Clinic Hospital - Red Cedar in Menomonie,Critical Access Hospital,2321 Stout Rd,Menomonie,54751,25.0,25.0,5,5,0.0,0.3909041,0,2.0,44.88,-91.9
4148,55035.0,Wisconsin,OakLeaf Surgical Hospital,Short Term Acute Care Hospital,1000 Oakleaf Way,Altoona,54720,13.0,13.0,2,2,0.0,0.26617491,0,0.0,44.82,-91.45
4149,55035.0,Wisconsin,Mayo Clinic Hospital - Eau Claire,Short Term Acute Care Hospital,1221 Whipple St,Eau Claire,54703,304.0,193.0,26,26,0.0,0.65605789,111,17.0,44.81,-91.51
4150,55035.0,Wisconsin,HSHS Sacred Heart Hospital,Short Term Acute Care Hospital,900 W Clairemont Ave,Eau Claire,54701,344.0,168.0,22,22,0.0,0.51586759,176,5.0,44.79,-91.51
4151,55039.0,Wisconsin,St Agnes Hospital,Short Term Acute Care Hospital,430 E Division St,Fond Du Lac,54935,146.0,115.0,12,12,0.0,0.49477071,31,3.0,43.78,-88.43
4152,55039.0,Wisconsin,Ripon Medical Center,Critical Access Hospital,845 Parkside St,Ripon,54971,18.0,18.0,3,3,0.0,0.28493151,0,1.0,43.84,-88.82
4153,55043.0,Wisconsin,Grant Regional Health Center,Critical Access Hospital,507 S Monroe St,Lancaster,53813,25.0,25.0,4,4,0.0,0.17830136,0,1.0,42.84,-90.71
4154,55043.0,Wisconsin,Southwest Health Center,Critical Access Hospital,1400 Eastside Rd,Platteville,53818,25.0,25.0,4,4,0.0,0.29972604,0,2.0,42.72,-90.46
4155,55043.0,Wisconsin,Gundersen Boscobel Area Hospital (FKA Boscobel Area Health Care),Critical Access Hospital,205 Parker St,Boscobel,53805,25.0,25.0,4,4,0.0,0.068821914,0,1.0,43.13,-90.71
4156,55045.0,Wisconsin,Monroe Clinic Hospital,Short Term Acute Care Hospital,515 22nd Ave,Monroe,53566,95.0,58.0,6,6,0.0,0.40859708,37,2.0,42.61,-89.63
4157,55047.0,Wisconsin,ThedaCare Medical Center - Berlin (FKA CHN Medical Center - Berlin),Critical Access Hospital,225 Memorial Dr,Berlin,54923,25.0,25.0,5,5,0.0,0.39035615,0,2.0,43.98,-88.94
4158,55049.0,Wisconsin,Upland Hills Health,Critical Access Hospital,800 Compassion Way,Dodgeville,53533,25.0,25.0,4,4,0.0,0.35978082,0,2.0,42.95,-90.13
4159,55053.0,Wisconsin,Black River Memorial Hospital,Critical Access Hospital,711 W Adams St,Black River Falls,54615,25.0,25.0,4,4,0.0,0.22038355,0,2.0,44.3,-90.86
4160,55055.0,Wisconsin,Fort Memorial Hospital (AKA Fort HealthCare),Short Term Acute Care Hospital,611 Sherman Ave E,Fort Atkinson,53538,49.0,49.0,4,4,0.0,0.21589099999999997,0,2.0,42.93,-88.83
4161,55057.0,Wisconsin,Mile Bluff Medical Center,Short Term Acute Care Hospital,1050 Division St,Mauston,53948,40.0,40.0,7,7,0.0,0.17232877,0,2.0,43.78,-90.07
4162,55059.0,Wisconsin,Aurora Medical Center in Kenosha,Short Term Acute Care Hospital,10400 75th St,Kenosha,53142,74.0,74.0,12,12,0.0,0.67415226,0,2.0,42.57,-87.94
4163,55059.0,Wisconsin,Froedtert Kenosha Hospital (FKA Kenosha Medical Center),Short Term Acute Care Hospital,6308 8th Ave,Kenosha,53143,315.0,200.0,15,15,0.0,0.48717809,115,4.0,42.58,-87.82
4164,55063.0,Wisconsin,Mayo Clinic Hospital - Franciscan Healthcare La Crosse,Short Term Acute Care Hospital,700 West Ave S,La Crosse,54601,331.0,142.0,28,28,0.0,0.4204129,189,8.0,43.8,-91.24
4165,55063.0,Wisconsin,Gundersen Lutheran Medical Center (FKA Gundersen Lutheran Medical Center),Short Term Acute Care Hospital,1900 South Ave,La Crosse,54601,325.0,253.0,24,24,18.0,0.68175763,72,5.0,43.79,-91.25
4166,55065.0,Wisconsin,Memorial Hospital of Lafayette County,Critical Access Hospital,800 Clay St,Darlington,53530,25.0,25.0,4,4,0.0,0.11912329,0,0.0,42.68,-90.11
4167,55067.0,Wisconsin,Aspirus Langlade Hospital,Critical Access Hospital,112 E 5th Ave,Antigo,54409,25.0,25.0,4,4,0.0,0.44558904,0,2.0,45.14,-89.14
4168,55069.0,Wisconsin,Ascension Good Samaritan Hospital (FKA Ascension Good Samaritan Health Center),Critical Access Hospital,601 S Center Ave,Merrill,54452,25.0,25.0,4,4,0.0,0.10356165,0,2.0,45.18,-89.68
4169,55069.0,Wisconsin,Ascension Sacred Heart Hospital,Critical Access Hospital,401 W Mohawk Dr,Tomahawk,54487,18.0,15.0,3,3,0.0,0.12767123,3,0.0,45.49,-89.73
4170,55071.0,Wisconsin,Holy Family Memorial Medical Center (AKA HFM Medical Center),Short Term Acute Care Hospital,2300 Western Ave,Manitowoc,54220,167.0,58.0,10,10,0.0,0.39206424,109,2.0,44.09,-87.68
4171,55071.0,Wisconsin,Aurora Medical Center in Manitowoc County,Short Term Acute Care Hospital,5000 Memorial Dr,Two Rivers,54241,69.0,69.0,6,6,0.0,0.21977368,0,2.0,44.12,-87.62
4172,55073.0,Wisconsin,Aspirus Wausau Hospital,Short Term Acute Care Hospital,333 Pine Ridge Blvd,Wausau,54401,325.0,223.0,28,28,14.0,0.74595493,102,23.0,44.97,-89.67
4173,55073.0,Wisconsin,Ascension St Clares Hospital,Short Term Acute Care Hospital,3400 Ministry Pkwy,Weston,54476,99.0,99.0,24,24,0.0,0.47070706,0,3.0,44.89,-89.58
4174,55075.0,Wisconsin,Aurora Medical Center - Bay Area (FKA Bay Area Medical Center),Short Term Acute Care Hospital,3003 University Dr,Marinette,54143,55.0,55.0,10,10,0.0,0.32119218,0,4.0,45.07,-87.65
4175,55079.0,Wisconsin,Froedtert Hospital,Short Term Acute Care Hospital,9200 W Wisconsin Ave,Milwaukee,53226,783.0,581.0,107,107,0.0,0.80663466,202,28.0,43.04,-88.03
4176,55079.0,Wisconsin,Orthopaedic Hospital of Wisconsin,Short Term Acute Care Hospital,475 W River Woods Pkwy,Glendale,53212,30.0,30.0,5,5,0.0,0.2925114,0,0.0,43.1,-87.91
4177,55079.0,Wisconsin,Ascension SE Wisconsin Hospital - Franklin Campus (FKA Ascension Wheaton Franciscan Healthcare - Franklin),Short Term Acute Care Hospital,10101 S 27th St,Franklin,53132,52.0,44.0,8,8,0.0,0.78731346,8,2.0,42.86,-87.95
4178,55079.0,Wisconsin,Midwest Orthopedic Specialty Hospital,Short Term Acute Care Hospital,10101 S 27th St,Franklin,53132,16.0,16.0,3,3,0.0,0.53613013,0,1.0,42.86,-87.95
4179,55079.0,Wisconsin,Ascension SE Wisconsin Hospital - St Joseph Campus (FKA Wheaton Franciscan St Joseph),Short Term Acute Care Hospital,5000 W Chambers St,Milwaukee,53210,538.0,325.0,42,42,46.0,0.46979764,213,5.0,43.07,-87.98
4180,55079.0,Wisconsin,Aurora St Lukes Medical Center of Aurora Health Care Metro,Short Term Acute Care Hospital,2900 W Oklahoma Ave,Milwaukee,53215,938.0,868.0,84,84,0.0,0.70361376,70,14.0,42.99,-87.95
4181,55079.0,Wisconsin,Aurora West Allis Medical Center,Short Term Acute Care Hospital,8901 W Lincoln Ave,West Allis,53227,350.0,277.0,16,16,41.0,0.49428055,73,3.0,43.0,-88.02
4182,55079.0,Wisconsin,Ascension St Francis Hospital (FKA Ascension Wheaton Franciscan Healthcare - St Francis),Short Term Acute Care Hospital,3237 S 16th St,Milwaukee,53215,260.0,153.0,20,20,0.0,0.49522787,107,2.0,42.99,-87.94
4183,55079.0,Wisconsin,Milwaukee VA Medical Center (AKA Clement J Zablocki VA Medical Center),VA Hospital,5000 W National Ave,Milwaukee,53295,,,0,0,,,0,0.0,43.02,-87.98
4184,55079.0,Wisconsin,Ascension Columbia St Marys Hospital Milwaukee,Short Term Acute Care Hospital,2301 N Lake Dr,Milwaukee,53211,432.0,263.0,48,48,25.0,0.66822231,169,5.0,43.06,-87.88
4185,55081.0,Wisconsin,Tomah VA Medical Center,VA Hospital,500 E Veterans St,Tomah,54660,,,0,0,,,0,2.0,44.0,-90.49
4186,55081.0,Wisconsin,Mayo Clinic Hospital - Franciscan Healthcare in Sparta,Critical Access Hospital,310 W Main St,Sparta,54656,25.0,25.0,4,4,0.0,0.38476712,0,2.0,43.94,-90.81
4187,55081.0,Wisconsin,Tomah Memorial Hospital,Critical Access Hospital,501 Gopher Dr,Tomah,54660,25.0,25.0,4,4,0.0,0.36745206,0,1.0,43.96,-90.51
4188,55083.0,Wisconsin,HSHS St Clare Memorial Hospital (FKA Community Memorial Hospital),Critical Access Hospital,855 S Main St,Oconto Falls,54154,25.0,22.0,4,4,0.0,0.21681195,3,1.0,44.87,-88.13
4189,55083.0,Wisconsin,Bellin Health Oconto Hospital,Critical Access Hospital,820 Arbutus Ave,Oconto,54153,10.0,10.0,2,2,0.0,0.14,0,0.0,44.9,-87.87
4190,55085.0,Wisconsin,Ascension St Marys Hospital,Short Term Acute Care Hospital,2251 N Shore Dr,Rhinelander,54501,73.0,52.0,20,20,0.0,0.39704952,21,2.0,45.64,-89.37
4191,55085.0,Wisconsin,Ascension Howard Young Medical Center,Short Term Acute Care Hospital,240 Maple St,Woodruff,54568,99.0,50.0,10,10,0.0,0.41627398,49,2.0,45.89,-89.7
4192,55087.0,Wisconsin,ThedaCare Regional Medical Center - Appleton (FKA Appleton Medical Center),Short Term Acute Care Hospital,1818 N Meade St,Appleton,54911,160.0,147.0,22,22,0.0,0.57290095,13,8.0,44.28,-88.39
4193,55087.0,Wisconsin,Ascension NE Wisconsin - St Elizabeth Campus,Short Term Acute Care Hospital,1506 S Oneida St,Appleton,54915,332.0,294.0,42,42,15.0,0.42507687,38,3.0,44.25,-88.4
4194,55087.0,Wisconsin,ThedaCare Medical Center - New London (FKA New London Family Medical Center),Critical Access Hospital,1405 Mill St,New London,54961,25.0,25.0,5,5,0.0,0.32076713,0,2.0,44.38,-88.73
4195,55089.0,Wisconsin,Ascension Columbia St Marys Hospital Ozaukee,Short Term Acute Care Hospital,13111 N Port Washington Rd,Mequon,53097,182.0,120.0,32,32,0.0,0.46652967,62,3.0,43.26,-87.93
4196,55109.0,Wisconsin,River Falls Area Hospital,Critical Access Hospital,1629 E Division St,River Falls,54022,25.0,25.0,4,4,0.0,0.20339726,0,2.0,44.86,-92.6
4197,55095.0,Wisconsin,St Croix Regional Medical Center,Critical Access Hospital,235 E State St,Saint Croix Falls,54024,25.0,25.0,3,3,0.0,0.49873972,0,2.0,45.41,-92.64
4198,55095.0,Wisconsin,Amery Hospital & Clinic (AKA Amery Regional Medical Center),Critical Access Hospital,265 Griffin St E,Amery,54001,25.0,25.0,4,4,0.0,0.30126026,0,2.0,45.3,-92.36
4199,55095.0,Wisconsin,Osceola Medical Center,Critical Access Hospital,2600 65th Ave,Osceola,54020,23.0,20.0,3,3,0.0,0.16284932,3,2.0,45.3,-92.7
4200,55097.0,Wisconsin,Ascension St Michaels Hospital,Short Term Acute Care Hospital,900 Illinois Ave,Stevens Point,54481,94.0,84.0,12,12,0.0,0.35877365,10,2.0,44.53,-89.57
4201,55099.0,Wisconsin,Flambeau Hospital,Critical Access Hospital,98 Sherry Ave,Park Falls,54552,25.0,24.0,4,4,0.0,0.15148401,1,1.0,45.93,-90.44
4202,55101.0,Wisconsin,Ascension All Saints Hospital - Spring Street Campus (FKA Ascension Wheaton Franciscan Healthcare - All Saints),Short Term Acute Care Hospital,3801 Spring St,Racine,53405,314.0,249.0,23,23,18.0,0.57809317,65,6.0,42.73,-87.83
4203,55101.0,Wisconsin,Aurora Medical Center in Burlington (FKA Aurora Memorial Hospital of Burlington),Short Term Acute Care Hospital,252 McHenry St,Burlington,53105,123.0,55.0,10,10,0.0,0.38171855,68,2.0,42.67,-88.28
4204,55103.0,Wisconsin,Richland Hospital,Critical Access Hospital,333 E 2nd St,Richland Center,53581,25.0,25.0,4,4,0.0,0.42093152,0,1.0,43.34,-90.38
4205,55105.0,Wisconsin,Edgerton Hospital and Health Services,Critical Access Hospital,11101 N Sherman Rd,Edgerton,53534,16.0,18.0,3,3,0.0,0.41704717,-2,0.0,42.83,-89.04
4206,55105.0,Wisconsin,Mercyhealth Hospital and Trauma Center - Janesville,Short Term Acute Care Hospital,1000 Mineral Point Ave,Janesville,53548,240.0,196.0,15,15,0.0,0.40134192,44,4.0,42.69,-89.03
4207,55105.0,Wisconsin,Beloit Hospital,Short Term Acute Care Hospital,1969 W Hart Rd,Beloit,53511,256.0,103.0,12,12,0.0,0.43633461,153,3.0,42.55,-89.01
4208,55107.0,Wisconsin,Marshfield Medical Center - Ladysmith (FKA Rusk County Memorial Hospital),Critical Access Hospital,900 College Ave W,Ladysmith,54848,25.0,25.0,4,4,0.0,0.15341564,0,2.0,45.45,-91.11
4209,55109.0,Wisconsin,Hudson Hospital,Critical Access Hospital,405 Stageline Rd,Hudson,54016,25.0,25.0,4,4,0.0,0.36865753,0,2.0,44.96,-92.72
4210,55109.0,Wisconsin,Western Wisconsin Health (FKA Baldwin Area Medical Center),Critical Access Hospital,1100 Bergslien St,Baldwin,54002,25.0,25.0,4,4,0.0,0.13490412,0,2.0,44.94,-92.38
4211,55109.0,Wisconsin,Westfields Hospital,Critical Access Hospital,535 Hospital Rd,New Richmond,54017,25.0,25.0,4,4,0.0,0.27287671,0,2.0,45.12,-92.56
4212,55111.0,Wisconsin,Reedsburg Area Medical Center,Critical Access Hospital,2000 N Dewey Ave,Reedsburg,53959,25.0,25.0,4,4,0.0,0.27079451,0,2.0,43.55,-89.99
4213,55111.0,Wisconsin,Sauk Prairie Memorial Hospital,Short Term Acute Care Hospital,260 26th St,Prairie Du Sac,53578,36.0,36.0,6,6,0.0,0.23554033,0,2.0,43.29,-89.75
4214,55111.0,Wisconsin,SSM Health St Clare Hospital - Baraboo,Short Term Acute Care Hospital,707 14th St,Baraboo,53913,100.0,43.0,6,6,0.0,0.37304875,57,2.0,43.48,-89.73
4215,55113.0,Wisconsin,Hayward Area Memorial Hospital,Critical Access Hospital,11040 N State Road 77,Hayward,54843,25.0,25.0,4,4,0.0,0.30816439,0,1.0,46.04,-91.48
4216,55115.0,Wisconsin,ThedaCare Medical Center - Shawano (FKA Shawano Medical Center),Critical Access Hospital,100 County Road B,Shawano,54166,25.0,25.0,6,6,0.0,0.48131508,0,2.0,44.76,-88.57
4217,55117.0,Wisconsin,HSHS St Nicholas Hospital,Short Term Acute Care Hospital,3100 Superior Ave,Sheboygan,53081,185.0,53.0,7,7,0.0,0.32375291,132,2.0,43.76,-87.75
4218,55117.0,Wisconsin,Aurora Sheboygan Memorial Medical Center,Short Term Acute Care Hospital,2629 N 7th St,Sheboygan,53083,185.0,136.0,6,6,6.0,0.35890412,49,2.0,43.77,-87.71
4219,55119.0,Wisconsin,Aspirus Medford Hospital (FKA Memorial Health Center),Critical Access Hospital,135 S Gibson St,Medford,54451,25.0,25.0,4,4,0.0,0.23528767,0,2.0,45.14,-90.35
4220,55121.0,Wisconsin,Gundersen Tri-County Hospital,Critical Access Hospital,18601 Lincoln St,Whitehall,54773,25.0,25.0,4,4,0.0,0.25687671,0,2.0,44.36,-91.32
4221,55121.0,Wisconsin,Mayo Clinic Hospital - Oakridge,Critical Access Hospital,13025 8th St,Osseo,54758,18.0,18.0,5,5,0.0,0.61598176,0,2.0,44.58,-91.21
4222,55123.0,Wisconsin,Gundersen St Josephs Hospital (AKA Hillsboro Hospital),Critical Access Hospital,400 Water Ave,Hillsboro,54634,25.0,25.0,4,4,0.0,0.11693151,0,1.0,43.65,-90.35
4223,55123.0,Wisconsin,Vernon Memorial Hospital,Critical Access Hospital,507 Main St,Viroqua,54665,25.0,25.0,4,4,0.0,0.36252055,0,1.0,43.56,-90.89
4224,55125.0,Wisconsin,Ascension Eagle River Hospital,Critical Access Hospital,201 Hospital Rd,Eagle River,54521,25.0,14.0,2,2,0.0,0.29667318,11,1.0,45.93,-89.25
